student,postgresql,database
mentor,java,games
student,lede/openwrt,wireless
mentor,java,network biology
mentor,vision,computer vision
student,webrtc,multimedia
mentor,webrtc,multimedia
student,java,clinical
student,java,clinical
student,c++,cloud storage
mentor,r-project,data science
student, java,natural language processing
mentor,c,kernel
mentor,opengl,3d
student,postgresql,database
student,c++,networking
mentor,c++,networking
student,scala,logic
mentor,scala,logic
mentor,scala,logic
mentor,c++,video
mentor,c,desktop
mentor,c,speech recognition
student,qt,edit
mentor,ruby on rails,asynchronous
mentor,java,clinical
student,beacon,internet of things
student,lede/openwrt,wireless
mentor,lede/openwrt,wireless
mentor,rdf,compliance
student, python,security
mentor,c,operating system
student,c/c++,cad
student,c++,computer vision
mentor,c++,computer vision
mentor,c++,gis
mentor,php , web
mentor,php , web
mentor,c,operating system
mentor,julia,graphics
mentor,c++,computational geometry
student,ruby on rails,linux distribution
mentor,c++,runtime systems
mentor,android,education
mentor,android,education
student,python,hardware
mentor,python,hardware
mentor,python,hardware
mentor,python,hardware
student,python,crawling
student,python,enterprise
mentor,python,enterprise
student,java,creative coding
mentor,java,creative coding
student,c++,neuroscience
mentor, javascript,cancer
mentor,c,desktop
mentor, python,bioinformatics
student,c++,gis
mentor,c++,gis
mentor,java,network biology
mentor,python,event management
mentor,python,event management
mentor,python,event management
mentor,python,event management
mentor,python,event management
mentor,python,event management
mentor,python,event management
mentor,python,event management
student,java,virtualization
student,python,artificial intelligence
student, php,data
student,erlang,realtime
mentor,c++,p2p
student,scala,compiler
mentor,reactjs,fake-news
